CSDUID,CSD,Period,IndicatorSummaryDescription,Rental Unit Type,UnitOfMeasure,OriginalValue
4811061,Edmonton,2012,Average Residential Rent (2-bedroom units),1 - bedroom,$,882.50000
4811061,Edmonton,2013,Average Residential Rent (2-bedroom units),1 - bedroom,$,934.50000
4811061,Edmonton,2014,Average Residential Rent (2-bedroom units),1 - bedroom,$,1002.00000
4811061,Edmonton,2015,Average Residential Rent (2-bedroom units),1 - bedroom,$,1029.00000
4811061,Edmonton,2016,Average Residential Rent (2-bedroom units),1 - bedroom,$,1000.00000
4811061,Edmonton,2017,Average Residential Rent (2-bedroom units),1 - bedroom,$,990.00000
4811061,Edmonton,2018,Average Residential Rent (2-bedroom units),1 - bedroom,$,1017.00000
4811061,Edmonton,2019,Average Residential Rent (2-bedroom units),1 - bedroom,$,1028.00000
4811061,Edmonton,2020,Average Residential Rent (2-bedroom units),1 - bedroom,$,1027.00000
4811061,Edmonton,2021,Average Residential Rent (2-bedroom units),1 - bedroom,$,1037.00000
4811061,Edmonton,2022,Average Residential Rent (2-bedroom units),1 - bedroom,$,1063.75000
4802012,Lethbridge,1987,Average Residential Rent (2-bedroom units),1 - bedroom,$,390.00000
4802012,Lethbridge,1988,Average Residential Rent (2-bedroom units),1 - bedroom,$,394.00000
4802012,Lethbridge,1989,Average Residential Rent (2-bedroom units),1 - bedroom,$,419.00000
4802012,Lethbridge,1990,Average Residential Rent (2-bedroom units),1 - bedroom,$,426.00000
4802012,Lethbridge,1991,Average Residential Rent (2-bedroom units),1 - bedroom,$,459.00000
4802012,Lethbridge,1992,Average Residential Rent (2-bedroom units),1 - bedroom,$,450.00000
4802012,Lethbridge,1993,Average Residential Rent (2-bedroom units),1 - bedroom,$,456.50000
4802012,Lethbridge,1994,Average Residential Rent (2-bedroom units),1 - bedroom,$,458.00000
4802012,Lethbridge,1995,Average Residential Rent (2-bedroom units),1 - bedroom,$,465.00000
4802012,Lethbridge,1996,Average Residential Rent (2-bedroom units),1 - bedroom,$,455.00000
4802012,Lethbridge,1997,Average Residential Rent (2-bedroom units),1 - bedroom,$,455.50000
4802012,Lethbridge,1998,Average Residential Rent (2-bedroom units),1 - bedroom,$,470.50000
4802012,Lethbridge,1999,Average Residential Rent (2-bedroom units),1 - bedroom,$,486.50000
4802012,Lethbridge,2000,Average Residential Rent (2-bedroom units),1 - bedroom,$,501.50000
4802012,Lethbridge,2001,Average Residential Rent (2-bedroom units),1 - bedroom,$,520.00000
4802012,Lethbridge,2002,Average Residential Rent (2-bedroom units),1 - bedroom,$,524.00000
4802012,Lethbridge,2003,Average Residential Rent (2-bedroom units),1 - bedroom,$,533.00000
4802012,Lethbridge,2004,Average Residential Rent (2-bedroom units),1 - bedroom,$,543.50000
4802012,Lethbridge,2005,Average Residential Rent (2-bedroom units),1 - bedroom,$,541.50000
4802012,Lethbridge,2006,Average Residential Rent (2-bedroom units),1 - bedroom,$,590.00000
4802012,Lethbridge,2007,Average Residential Rent (2-bedroom units),1 - bedroom,$,630.00000
4802012,Lethbridge,2008,Average Residential Rent (2-bedroom units),1 - bedroom,$,714.50000
4802012,Lethbridge,2009,Average Residential Rent (2-bedroom units),1 - bedroom,$,739.00000
4802012,Lethbridge,2010,Average Residential Rent (2-bedroom units),1 - bedroom,$,733.50000
4802012,Lethbridge,2011,Average Residential Rent (2-bedroom units),1 - bedroom,$,762.50000
4802012,Lethbridge,2012,Average Residential Rent (2-bedroom units),1 - bedroom,$,773.50000
4802012,Lethbridge,2013,Average Residential Rent (2-bedroom units),1 - bedroom,$,751.50000
4802012,Lethbridge,2014,Average Residential Rent (2-bedroom units),1 - bedroom,$,777.00000
4802012,Lethbridge,2015,Average Residential Rent (2-bedroom units),1 - bedroom,$,805.00000
4802012,Lethbridge,2016,Average Residential Rent (2-bedroom units),1 - bedroom,$,831.00000
4802012,Lethbridge,2017,Average Residential Rent (2-bedroom units),1 - bedroom,$,828.00000
4802012,Lethbridge,2018,Average Residential Rent (2-bedroom units),1 - bedroom,$,863.00000
4802012,Lethbridge,2019,Average Residential Rent (2-bedroom units),1 - bedroom,$,907.00000
4802012,Lethbridge,2020,Average Residential Rent (2-bedroom units),1 - bedroom,$,909.25000
4802012,Lethbridge,2021,Average Residential Rent (2-bedroom units),1 - bedroom,$,918.75000
4802012,Lethbridge,2022,Average Residential Rent (2-bedroom units),1 - bedroom,$,973.50000
4802039,Bassano,2005,Average Residential Rent (2-bedroom units),1 - bedroom,$,340.00000
4802039,Bassano,2006,Average Residential Rent (2-bedroom units),1 - bedroom,$,410.00000
4802039,Bassano,2007,Average Residential Rent (2-bedroom units),1 - bedroom,$,397.00000
4802039,Bassano,2008,Average Residential Rent (2-bedroom units),1 - bedroom,$,375.00000
4802039,Bassano,2009,Average Residential Rent (2-bedroom units),1 - bedroom,$,413.00000
4802039,Bassano,2010,Average Residential Rent (2-bedroom units),1 - bedroom,$,447.00000
4802039,Bassano,2011,Average Residential Rent (2-bedroom units),1 - bedroom,$,413.00000
4802039,Bassano,2012,Average Residential Rent (2-bedroom units),1 - bedroom,$,417.00000
4802039,Bassano,2013,Average Residential Rent (2-bedroom units),1 - bedroom,$,400.00000
4802039,Bassano,2014,Average Residential Rent (2-bedroom units),1 - bedroom,$,440.00000
4802039,Bassano,2015,Average Residential Rent (2-bedroom units),1 - bedroom,$,559.00000
4802039,Bassano,2016,Average Residential Rent (2-bedroom units),1 - bedroom,$,375.00000
4802039,Bassano,2017,Average Residential Rent (2-bedroom units),1 - bedroom,$,400.00000
4802039,Bassano,2018,Average Residential Rent (2-bedroom units),1 - bedroom,$,447.00000
4809015,Rocky Mountain House,2005,Average Residential Rent (2-bedroom units),1 - bedroom,$,522.00000
4809015,Rocky Mountain House,2006,Average Residential Rent (2-bedroom units),1 - bedroom,$,580.00000
4809015,Rocky Mountain House,2007,Average Residential Rent (2-bedroom units),1 - bedroom,$,637.00000
4809015,Rocky Mountain House,2008,Average Residential Rent (2-bedroom units),1 - bedroom,$,662.00000
4809015,Rocky Mountain House,2009,Average Residential Rent (2-bedroom units),1 - bedroom,$,681.00000
4809015,Rocky Mountain House,2010,Average Residential Rent (2-bedroom units),1 - bedroom,$,675.00000
4809015,Rocky Mountain House,2011,Average Residential Rent (2-bedroom units),1 - bedroom,$,671.00000
4809015,Rocky Mountain House,2012,Average Residential Rent (2-bedroom units),1 - bedroom,$,678.00000
4809015,Rocky Mountain House,2013,Average Residential Rent (2-bedroom units),1 - bedroom,$,711.00000
4809015,Rocky Mountain House,2014,Average Residential Rent (2-bedroom units),1 - bedroom,$,775.00000
4809015,Rocky Mountain House,2015,Average Residential Rent (2-bedroom units),1 - bedroom,$,798.00000
4809015,Rocky Mountain House,2016,Average Residential Rent (2-bedroom units),1 - bedroom,$,775.00000
4809015,Rocky Mountain House,2017,Average Residential Rent (2-bedroom units),1 - bedroom,$,748.00000
4809015,Rocky Mountain House,2018,Average Residential Rent (2-bedroom units),1 - bedroom,$,747.00000
4809015,Rocky Mountain House,2021,Average Residential Rent (2-bedroom units),1 - bedroom,$,727.00000
4802034,Brooks,1987,Average Residential Rent (2-bedroom units),1 - bedroom,$
4802034,Brooks,1988,Average Residential Rent (2-bedroom units),1 - bedroom,$
4802034,Brooks,1989,Average Residential Rent (2-bedroom units),1 - bedroom,$
4802034,Brooks,1990,Average Residential Rent (2-bedroom units),1 - bedroom,$
4802034,Brooks,1991,Average Residential Rent (2-bedroom units),1 - bedroom,$
4802034,Brooks,1992,Average Residential Rent (2-bedroom units),1 - bedroom,$
4802034,Brooks,1993,Average Residential Rent (2-bedroom units),1 - bedroom,$
4802034,Brooks,1994,Average Residential Rent (2-bedroom units),1 - bedroom,$
4802034,Brooks,1995,Average Residential Rent (2-bedroom units),1 - bedroom,$
4802034,Brooks,1996,Average Residential Rent (2-bedroom units),1 - bedroom,$
4802034,Brooks,1997,Average Residential Rent (2-bedroom units),1 - bedroom,$
4802034,Brooks,1998,Average Residential Rent (2-bedroom units),1 - bedroom,$,486.50000
4802034,Brooks,1999,Average Residential Rent (2-bedroom units),1 - bedroom,$,488.50000
4802034,Brooks,2000,Average Residential Rent (2-bedroom units),1 - bedroom,$,497.50000
4802034,Brooks,2001,Average Residential Rent (2-bedroom units),1 - bedroom,$,548.00000
4802034,Brooks,2002,Average Residential Rent (2-bedroom units),1 - bedroom,$,609.00000
4802034,Brooks,2003,Average Residential Rent (2-bedroom units),1 - bedroom,$,575.50000
4802034,Brooks,2004,Average Residential Rent (2-bedroom units),1 - bedroom,$,598.50000
4802034,Brooks,2005,Average Residential Rent (2-bedroom units),1 - bedroom,$,622.00000
4802034,Brooks,2006,Average Residential Rent (2-bedroom units),1 - bedroom,$,624.00000
4802034,Brooks,2007,Average Residential Rent (2-bedroom units),1 - bedroom,$,654.50000
4802034,Brooks,2008,Average Residential Rent (2-bedroom units),1 - bedroom,$,673.00000
4802034,Brooks,2009,Average Residential Rent (2-bedroom units),1 - bedroom,$,668.50000
4802034,Brooks,2010,Average Residential Rent (2-bedroom units),1 - bedroom,$,651.50000
4802034,Brooks,2011,Average Residential Rent (2-bedroom units),1 - bedroom,$,667.00000
4802034,Brooks,2012,Average Residential Rent (2-bedroom units),1 - bedroom,$,687.00000
4802034,Brooks,2013,Average Residential Rent (2-bedroom units),1 - bedroom,$,708.00000
4802034,Brooks,2014,Average Residential Rent (2-bedroom units),1 - bedroom,$,747.00000
4802034,Brooks,2015,Average Residential Rent (2-bedroom units),1 - bedroom,$,784.00000
4802034,Brooks,2016,Average Residential Rent (2-bedroom units),1 - bedroom,$,734.00000
4802034,Brooks,2017,Average Residential Rent (2-bedroom units),1 - bedroom,$,743.00000
4802034,Brooks,2018,Average Residential Rent (2-bedroom units),1 - bedroom,$,745.00000
4802034,Brooks,2019,Average Residential Rent (2-bedroom units),1 - bedroom,$,767.00000
4802034,Brooks,2020,Average Residential Rent (2-bedroom units),1 - bedroom,$,796.67000
4802034,Brooks,2021,Average Residential Rent (2-bedroom units),1 - bedroom,$,817.00000
4802034,Brooks,2022,Average Residential Rent (2-bedroom units),1 - bedroom,$,873.00000
4812029,Smoky Lake,2010,Average Residential Rent (2-bedroom units),1 - bedroom,$,856.00000
4812029,Smoky Lake,2011,Average Residential Rent (2-bedroom units),1 - bedroom,$,678.00000
4812029,Smoky Lake,2012,Average Residential Rent (2-bedroom units),1 - bedroom,$,729.00000
4812029,Smoky Lake,2013,Average Residential Rent (2-bedroom units),1 - bedroom,$,732.00000
4812029,Smoky Lake,2014,Average Residential Rent (2-bedroom units),1 - bedroom,$,850.00000
4812029,Smoky Lake,2015,Average Residential Rent (2-bedroom units),1 - bedroom,$,850.00000
4812029,Smoky Lake,2016,Average Residential Rent (2-bedroom units),1 - bedroom,$,836.00000
4812029,Smoky Lake,2017,Average Residential Rent (2-bedroom units),1 - bedroom,$,971.00000
4812029,Smoky Lake,2018,Average Residential Rent (2-bedroom units),1 - bedroom,$,971.00000
4812029,Smoky Lake,2021,Average Residential Rent (2-bedroom units),1 - bedroom,$,837.00000
4812037,Lac la Biche County,2005,Average Residential Rent (2-bedroom units),1 - bedroom,$,581.00000
4812037,Lac la Biche County,2006,Average Residential Rent (2-bedroom units),1 - bedroom,$,599.00000
4812037,Lac la Biche County,2007,Average Residential Rent (2-bedroom units),1 - bedroom,$,740.00000
4812037,Lac la Biche County,2008,Average Residential Rent (2-bedroom units),1 - bedroom,$,795.00000
4812037,Lac la Biche County,2009,Average Residential Rent (2-bedroom units),1 - bedroom,$,846.00000
4812037,Lac la Biche County,2010,Average Residential Rent (2-bedroom units),1 - bedroom,$,849.00000
4812037,Lac la Biche County,2011,Average Residential Rent (2-bedroom units),1 - bedroom,$,864.00000
4812037,Lac la Biche County,2012,Average Residential Rent (2-bedroom units),1 - bedroom,$,856.00000
4812037,Lac la Biche County,2013,Average Residential Rent (2-bedroom units),1 - bedroom,$,862.00000
4812037,Lac la Biche County,2014,Average Residential Rent (2-bedroom units),1 - bedroom,$,878.00000
4812037,Lac la Biche County,2015,Average Residential Rent (2-bedroom units),1 - bedroom,$,900.00000
4812037,Lac la Biche County,2016,Average Residential Rent (2-bedroom units),1 - bedroom,$,913.00000
4812037,Lac la Biche County,2017,Average Residential Rent (2-bedroom units),1 - bedroom,$,915.00000
4812037,Lac la Biche County,2018,Average Residential Rent (2-bedroom units),1 - bedroom,$,860.00000
4812037,Lac la Biche County,2021,Average Residential Rent (2-bedroom units),1 - bedroom,$,817.00000
4808039,Ponoka,2005,Average Residential Rent (2-bedroom units),1 - bedroom,$,424.00000
4808039,Ponoka,2006,Average Residential Rent (2-bedroom units),1 - bedroom,$,446.00000
4808039,Ponoka,2007,Average Residential Rent (2-bedroom units),1 - bedroom,$,472.00000
4808039,Ponoka,2008,Average Residential Rent (2-bedroom units),1 - bedroom,$,498.00000
4808039,Ponoka,2009,Average Residential Rent (2-bedroom units),1 - bedroom,$,539.00000
4808039,Ponoka,2010,Average Residential Rent (2-bedroom units),1 - bedroom,$,563.00000
4808039,Ponoka,2011,Average Residential Rent (2-bedroom units),1 - bedroom,$,569.00000
4808039,Ponoka,2012,Average Residential Rent (2-bedroom units),1 - bedroom,$,577.00000
4808039,Ponoka,2013,Average Residential Rent (2-bedroom units),1 - bedroom,$,605.00000
4808039,Ponoka,2014,Average Residential Rent (2-bedroom units),1 - bedroom,$,615.00000
4808039,Ponoka,2015,Average Residential Rent (2-bedroom units),1 - bedroom,$,644.00000
4808039,Ponoka,2016,Average Residential Rent (2-bedroom units),1 - bedroom,$,677.00000
4808039,Ponoka,2017,Average Residential Rent (2-bedroom units),1 - bedroom,$,663.00000
4808039,Ponoka,2018,Average Residential Rent (2-bedroom units),1 - bedroom,$,706.00000
4808039,Ponoka,2021,Average Residential Rent (2-bedroom units),1 - bedroom,$,761.00000
4808044,Rimbey,2005,Average Residential Rent (2-bedroom units),1 - bedroom,$,435.00000
4808044,Rimbey,2006,Average Residential Rent (2-bedroom units),1 - bedroom,$,460.00000
4808044,Rimbey,2007,Average Residential Rent (2-bedroom units),1 - bedroom,$,471.00000
4808044,Rimbey,2008,Average Residential Rent (2-bedroom units),1 - bedroom,$,485.00000
4808044,Rimbey,2009,Average Residential Rent (2-bedroom units),1 - bedroom,$,520.00000
4808044,Rimbey,2010,Average Residential Rent (2-bedroom units),1 - bedroom,$,501.00000
4808044,Rimbey,2011,Average Residential Rent (2-bedroom units),1 - bedroom,$,536.00000
4808044,Rimbey,2012,Average Residential Rent (2-bedroom units),1 - bedroom,$,549.00000
4808044,Rimbey,2013,Average Residential Rent (2-bedroom units),1 - bedroom,$,618.00000
4808044,Rimbey,2014,Average Residential Rent (2-bedroom units),1 - bedroom,$,638.00000
4808044,Rimbey,2015,Average Residential Rent (2-bedroom units),1 - bedroom,$,681.00000
4808044,Rimbey,2016,Average Residential Rent (2-bedroom units),1 - bedroom,$,648.00000
4808044,Rimbey,2017,Average Residential Rent (2-bedroom units),1 - bedroom,$,627.00000
4808044,Rimbey,2018,Average Residential Rent (2-bedroom units),1 - bedroom,$,624.00000
4808044,Rimbey,2021,Average Residential Rent (2-bedroom units),1 - bedroom,$,706.00000
4802019,Coaldale,2005,Average Residential Rent (2-bedroom units),1 - bedroom,$,373.00000
4802019,Coaldale,2006,Average Residential Rent (2-bedroom units),1 - bedroom,$,372.00000
4802019,Coaldale,2007,Average Residential Rent (2-bedroom units),1 - bedroom,$,405.00000
4802019,Coaldale,2008,Average Residential Rent (2-bedroom units),1 - bedroom,$,408.00000
4802019,Coaldale,2009,Average Residential Rent (2-bedroom units),1 - bedroom,$,449.00000
4802019,Coaldale,2010,Average Residential Rent (2-bedroom units),1 - bedroom,$,448.00000
4802019,Coaldale,2011,Average Residential Rent (2-bedroom units),1 - bedroom,$,640.00000
4802019,Coaldale,2012,Average Residential Rent (2-bedroom units),1 - bedroom,$,488.00000
4802019,Coaldale,2013,Average Residential Rent (2-bedroom units),1 - bedroom,$,518.00000
4802019,Coaldale,2014,Average Residential Rent (2-bedroom units),1 - bedroom,$,518.00000
4802019,Coaldale,2015,Average Residential Rent (2-bedroom units),1 - bedroom,$,516.00000
4802019,Coaldale,2016,Average Residential Rent (2-bedroom units),1 - bedroom,$,503.00000
4802019,Coaldale,2017,Average Residential Rent (2-bedroom units),1 - bedroom,$,725.00000
4802019,Coaldale,2018,Average Residential Rent (2-bedroom units),1 - bedroom,$,725.00000
4802019,Coaldale,2021,Average Residential Rent (2-bedroom units),1 - bedroom,$,736.00000
4809002,Clearwater County,1987,Average Residential Rent (2-bedroom units),1 - bedroom,$
